312176023,261920814,10
312176023,345942773,146
312176023,321107828,37
312176023,190448665,8
312176023,383633278,6
312176023,225885809,1
312176023,242768047,126
312176023,268336689,3
312176023,160768492,14
312176023,301864281,1
312176023,133507068,38
312176023,232977187,1
312176023,364291230,195
312176023,369363827,2
312176023,321185537,13
312176023,224978761,157
312176023,176310220,4
312176023,185713563,18
312176023,233798531,215
312176023,414671914,26
312176023,131176050,100
312176023,237499192,6
312176023,286237904,6
312176023,375927034,7
312176023,398356255,8
312176023,371861018,153
312176023,321185520,7
312176023,418170518,30
312176023,223758951,1
312176023,199705594,25
312176023,201256942,23
312176023,267564223,19
312176023,304955764,2
312176023,402287462,1
312176023,321045552,1
312176023,192002181,13
312176023,369146866,10
312176023,176639247,17
312176023,368581087,7
312176023,126355333,1
312176023,295869292,1
312176023,382059860,1
312176023,402236747,1
312176023,195780524,11
312176023,138797097,136
312176023,280298980,187
312176023,190448666,6
312176023,195184236,6
312176023,335853479,1
312176023,294881823,1
312176023,255097079,3
312176023,268344843,1
312176023,297026148,25
312176023,224000520,1
312176023,140896756,3
312176023,272969444,1
312176023,190726698,26
312176023,346881190,214
312176023,347670762,236
312176023,341060996,1
312176023,299495186,1
312176023,371877372,86
312176023,256681594,2
312176023,302178307,1
312176023,208860244,4
312176023,134348951,258
312176023,130267714,197
312176023,298050279,1
312176023,247750551,1
312176023,288062892,1
312176023,183283286,1
312176023,415112881,4
312176023,347449058,1
312176023,383429076,2
312176023,338016249,2
312176023,315988729,1
312176023,162158621,236
312176023,134953016,1
312176023,332980450,3
261920814,345942773,2
261920814,360036495,1
261920814,176309975,4
261920814,285277798,19
261920814,383633278,303
261920814,225885809,4
261920814,376408021,27
261920814,242768047,17
261920814,268336689,218
261920814,160768492,411
261920814,301864281,15
261920814,133507068,22
261920814,219607543,7
261920814,357611420,18
261920814,164281600,11
261920814,364291230,37
261920814,369363827,14
261920814,321185537,260
261920814,224978761,4
261920814,176310220,361
261920814,298815590,8
261920814,185713563,439
261920814,390987501,7
261920814,233798531,11
261920814,131176050,25
261920814,237499192,1
261920814,375927034,330
261920814,398356255,276
261920814,371861018,3
261920814,358404526,27
261920814,418170518,369
261920814,280100806,12
261920814,199705594,1
261920814,347749956,4
261920814,201256942,428
261920814,294996430,3
261920814,304955764,1
261920814,176310079,19
261920814,321045552,1
261920814,176639255,11
261920814,255130674,29
261920814,206097587,24
261920814,223212191,1
261920814,368581087,265
261920814,201871664,1
261920814,208860235,2
261920814,295869292,1
261920814,254741198,1
261920814,169472209,1
261920814,402236747,22
261920814,195780524,459
261920814,238937098,8
261920814,138797097,8
261920814,280298980,38
261920814,310027707,10
261920814,190448666,5
261920814,339583203,1
261920814,397715984,21
261920814,195184236,309
261920814,335853479,1
261920814,294881823,1
261920814,255097079,1
261920814,268344843,7
261920814,297026148,1
261920814,146359514,1
261920814,224000520,2
261920814,140896756,263
261920814,223125888,3
261920814,206919596,1
261920814,190726698,255
261920814,346881190,7
261920814,151096860,26
261920814,345126728,6
261920814,347670762,30
261920814,195289756,1
261920814,296189426,1
261920814,285103440,5
261920814,402287498,1
261920814,371877372,12
261920814,182417669,9
261920814,293102747,2
261920814,250895288,8
261920814,302178307,2
261920814,134348951,4
261920814,185797618,23
261920814,298050279,3
261920814,411273325,6
261920814,247750551,154
261920814,183283286,1
261920814,415112881,3
261920814,382059859,1
261920814,140385058,16
261920814,383429076,2
261920814,411774648,2
261920814,313052746,1
261920814,255980916,2
261920814,338016249,1
261920814,162158621,18
261920814,134953016,7
261920814,332980450,1
345942773,321107828,33
345942773,190448665,24
345942773,242768047,280
345942773,268336689,1
345942773,133507068,5
345942773,357611420,4
345942773,364291230,248
345942773,369363827,2
345942773,321185537,1
345942773,224978761,351
345942773,176310220,2
345942773,298815590,1
345942773,185713563,1
345942773,233798531,273
345942773,414671914,44
345942773,131176050,32
345942773,237499192,61
345942773,286237904,43
345942773,375927034,2
345942773,371861018,366
345942773,321185520,12
345942773,199705594,61
345942773,201256942,1
345942773,267564223,25
345942773,321045552,1
345942773,192002181,15
345942773,369146866,10
345942773,176639247,27
345942773,368581087,1
345942773,295869292,1
345942773,370119727,1
345942773,402236747,2
345942773,195780524,3
345942773,238937098,1
345942773,138797097,212
345942773,148403139,1
345942773,260291128,2
345942773,280298980,272
345942773,310027707,1
345942773,190448666,8
345942773,397715984,4
345942773,218238708,1
345942773,195184236,2
345942773,255097079,1
345942773,195289703,1
345942773,139930181,1
345942773,345486450,1
345942773,348533643,1
345942773,268344843,1
345942773,297026148,37
345942773,129991948,1
345942773,140896756,3
345942773,361437889,1
345942773,272969444,1
345942773,206919596,1
345942773,314089067,2
345942773,190726698,2
345942773,346881190,265
345942773,159333732,1
345942773,397223395,1
345942773,203379256,1
345942773,155219231,1
345942773,347670762,303
345942773,289829039,1
345942773,225280224,1
345942773,405788684,1
345942773,299495186,1
345942773,234819908,1
345942773,371877372,145
345942773,189834182,1
345942773,182417669,3
345942773,250895288,1
345942773,170686182,1
345942773,340614385,1
345942773,208860244,5
345942773,134348951,236
345942773,130267714,196
345942773,264248981,1
345942773,185797618,2
345942773,298050279,1
345942773,221864178,4
345942773,126355305,2
345942773,183283286,1
345942773,337215540,2
345942773,366041370,1
345942773,235893189,1
345942773,415112881,1
345942773,223547058,1
345942773,347449058,1
345942773,384181142,1
345942773,411774648,1
345942773,313052746,1
345942773,255980916,1
345942773,247233526,2
345942773,338016249,1
345942773,315988729,1
345942773,162158621,243
345942773,276905939,1
345942773,168850929,1
345942773,260957341,1
345942773,149696740,1
211329438,232327287,241
211329438,360036495,127
211329438,316663811,206
211329438,190448665,34
211329438,383633278,5
211329438,160768492,2
211329438,315988741,121
211329438,243909605,191
211329438,133507068,4
211329438,264749616,130
211329438,187223638,30
211329438,234670230,305
211329438,405976165,14
211329438,224978761,24
211329438,171375852,176
211329438,185713563,1
211329438,398356255,1
211329438,358808870,79
211329438,371861018,35
211329438,196438829,14
211329438,418170518,1
211329438,223758951,153
211329438,402287462,31
211329438,124167111,38
211329438,223212191,198
211329438,201871664,4
211329438,126355333,94
211329438,329582251,20
211329438,357947326,16
211329438,407069905,15
211329438,184754883,4
211329438,254741198,316
211329438,270909788,243
211329438,138797097,31
211329438,346528209,67
211329438,136572671,5
211329438,339583203,12
211329438,278033341,18
211329438,315988727,4
211329438,133259729,22
211329438,335853479,9
211329438,145391806,23
211329438,139930181,5
211329438,127466656,25
211329438,146359514,38
211329438,224000520,26
211329438,292929129,42
211329438,419323755,114
211329438,206919596,4
211329438,344922248,5
211329438,314089067,23
211329438,256871041,80
211329438,361019175,40
211329438,195289756,19
211329438,316069183,18
211329438,303318903,13
211329438,126430212,204
211329438,281763216,8
211329438,402287498,23
211329438,153592485,242
211329438,137733581,3
211329438,293102747,13
211329438,340614385,2
211329438,288062892,16
211329438,382059859,10
211329438,238937129,16
211329438,347449058,12
211329438,182191148,5
211329438,155898843,1
232327287,360036495,130
232327287,316663811,43
232327287,190448665,12
232327287,315988741,213
232327287,243909605,110
232327287,133507068,13
232327287,364291230,2
232327287,264749616,37
232327287,187223638,1
232327287,234670230,25
232327287,405976165,6
232327287,171375852,74
232327287,414671914,2
232327287,237499192,1
232327287,286237904,1
232327287,358808870,24
232327287,371861018,19
232327287,402287462,4
232327287,124167111,35
232327287,176310079,1
232327287,329582251,10
232327287,407069905,15
232327287,184754883,8
232327287,254741198,333
232327287,270909788,8
232327287,138797097,13
232327287,346528209,57
232327287,136572671,1
232327287,339583203,11
232327287,278033341,15
232327287,315988727,9
232327287,335853479,13
232327287,145391806,31
232327287,139930181,6
232327287,127466656,5
232327287,297026148,1
232327287,419323755,23
232327287,206919596,10
232327287,314089067,4
232327287,256871041,120
232327287,361019175,17
232327287,303318903,14
232327287,281763216,4
232327287,299495186,1
232327287,402287498,8
232327287,371877372,1
232327287,137733581,2
232327287,293102747,9
232327287,340614385,7
232327287,288062892,26
232327287,330722420,1
232327287,347449058,9
183400867,133507068,2
360036495,316663811,211
360036495,321107828,1
360036495,190448665,2
360036495,383633278,1
360036495,160768492,1
360036495,315988741,129
360036495,243909605,139
360036495,133507068,71
360036495,264749616,22
360036495,187223638,24
360036495,234670230,94
360036495,405976165,18
360036495,224978761,9
360036495,171375852,145
360036495,185713563,1
360036495,233798531,1
360036495,414671914,2
360036495,286237904,2
360036495,358808870,43
360036495,371861018,7
360036495,196438829,125
360036495,223758951,182
360036495,199705594,1
360036495,402287462,96
360036495,124167111,155
360036495,176310079,1
360036495,223212191,120
360036495,368581087,1
360036495,201871664,120
360036495,126355333,75
360036495,329582251,75
360036495,357947326,7
360036495,407069905,6
360036495,254741198,152
360036495,270909788,111
360036495,138797097,21
360036495,346528209,26
360036495,136572671,12
360036495,339583203,56
360036495,278033341,14
360036495,315988727,5
360036495,133259729,95
360036495,335853479,12
360036495,145391806,15
360036495,139930181,127
360036495,127466656,40
360036495,146359514,6
360036495,224000520,3
360036495,292929129,87
360036495,419323755,26
360036495,206919596,7
360036495,344922248,3
360036495,314089067,8
360036495,256871041,62
360036495,361019175,8
360036495,195289756,14
360036495,316069183,3
360036495,126430212,142
360036495,281763216,32
360036495,402287498,1
360036495,371877372,1
360036495,153592485,132
360036495,137733581,91
360036495,293102747,10
360036495,340614385,11
